38,55
36,73
14,55
40,115
34,69
25,91
26,55
25,104
22,69
24,73
45,22
23,96
37,91
46,75
44,98
10,69
6,13
44,38
45,84
46,98
32,38
6,64
19,9
43,112
20,38
17,18
27,120
30,64
35,3
13,78
40,84
34,98
28,84
18,64
22,98
46,60
17,120
12,73
18,8
47,127
47,15
16,115
29,18
31,6
6,107
43,127
20,116
31,9
18,13
39,120
47,126
47,71
16,84
26,4
44,97
13,91
2,50
41,80
4,52
45,87
29,80
36,21
33,59
15,86
37,104
47,74
43,87
23,30
30,46
28,89
35,96
7,6
42,36
37,78
19,59
17,83
45,35
19,31
32,116
14,102
14,75
27,86
43,89
3,60
46,91
6,80
1,45
32,114
29,83
26,102
33,0
35,36
21,82
21,49
47,32
23,3
39,2
11,59
11,30
33,49
39,86
26,75
16,18
41,113
15,120
30,68
8,43
15,123
44,81
41,18
46,52
39,123
10,30
4,104
44,94
43,9
45,1
43,121
7,9
46,127
4,59
9,49
25,45
28,18
47,57
4,86
17,102
27,123
37,62
16,83
5,13
21,0
11,36
6,56
35,59
47,73
41,102
29,82
9,54
19,6
7,31
29,102
33,82
24,52
39,66
47,66
46,36
47,85
27,8
18,80
16,50
43,25
44,23
45,80
21,59
28,83
37,33
42,123
19,110
9,52
31,3
27,2
7,110
23,20
32,43
1,116
2,40
44,121
6,8
29,36
47,117
19,3
46,22
32,82
43,57
16,24
0,51
36,17
46,5
20,86
8,80
32,86
44,8
33,52
24,65
36,103
4,97
40,18
44,54
47,47
12,24
41,106
4,37
43,52
38,75
15,16
23,59
5,37
27,66
20,82
9,0
31,110
8,116
7,117
24,21
45,10
36,31
46,115
7,3
46,80
15,31
20,80
25,78
9,57
20,114
45,37
8,86
25,61
12,100
15,10
6,46
45,30
15,8
24,17
35,73
12,52
47,21
3,59
38,4
18,56
2,47
38,112
42,24
33,57
13,101
27,16
42,2
41,9
35,21
11,39
19,113
47,34
22,43
42,103
30,80
7,24
25,26
45,27
14,47
8,82
30,56
4,32
27,77
40,89
43,75
13,26
20,57
42,18
44,13
2,51
36,112
18,68
33,35
30,8
44,80
15,98
31,71
20,3
21,10
9,59
22,30
34,30
31,45
42,75
42,126
44,20
39,8
40,59
45,70
19,36
43,74
29,58
10,53
30,107
47,31
17,17
32,80
44,110
39,77
10,35
43,56
42,54
10,26
20,43
22,35
22,110
12,97
24,39
18,79
46,6
3,32
30,118
10,110
2,125
46,117
17,106
34,124
47,86
32,53
21,54
1,71
10,74
28,59
10,40
47,95
28,24
16,89
21,52
32,60
41,71
47,123
18,44
2,76
42,52
37,24
39,93
12,102
36,65
0,62
32,20
23,21
38,102
11,37
27,98
45,47
43,43
6,25
17,9
37,26
11,0
21,35
30,122
34,68
45,26
15,77
46,104
6,79
31,31
47,90
27,59
36,52
2,94
8,33
47,82
16,59
35,0
5,63
11,3
30,26
18,86
26,47
45,5
31,21
30,110
29,71
35,25
43,47
27,46
36,39
7,21
21,111
29,106
28,115
22,53
42,8
9,82
8,60
40,48
11,71
16,65
39,98
47,44
42,113
45,123
5,64
16,81
44,83
9,114
18,52
0,112
1,114
43,104
33,54
0,114
7,25
31,36
14,6
31,59
37,10
19,71
30,52
0,28
31,75
0,120
19,21
41,63
23,16
44,72
40,83
43,4
15,66
12,103
30,13
19,24
3,73
42,1
32,105
13,24
9,10
19,112
22,26
35,30
28,65
45,101
18,25
20,18
31,117
15,87
23,0
23,37
4,22
25,73
3,75
29,120
40,123
3,16
29,1
39,20
0,100
41,65
42,68
8,2
5,22
17,0
34,35
24,46
30,86
24,112
40,109
13,41
42,65
18,46
38,62
44,36
2,23
18,71
25,62
25,109
43,20
26,107
4,48
13,2
5,116
11,16
8,3
26,62
42,74
46,84
2,73
2,122
17,58
24,102
42,49
2,15
26,112
45,76
11,105
47,26
20,60
24,103
46,2
16,75
6,68
42,9
31,93
34,71
20,22
46,38
2,92
13,70
32,57
3,115
13,75
36,100
39,46
46,55
6,34
11,25
14,92
37,41
12,17
1,10
6,38
25,24
25,57
46,10
15,1
19,45
21,43
22,95
34,95
14,112
41,81
12,87
16,30
33,102
40,44
13,109
41,0
44,11
45,125
12,21
45,46
34,6
37,101
31,105
35,37
20,5
34,43
17,71
39,1
46,45
34,110
5,78
10,62
16,123
34,26
27,10
24,31
27,127
45,75
44,45
1,122
7,71
42,90
17,112
23,25
28,94
23,71
24,38
22,74
13,12
17,64
21,114
43,125
0,61
8,38
22,6
28,123
