4,10
5,46
6,17
1,39
3,0
3,49
2,39
6,52
3,6
4,60
12,5
10,58
4,13
7,33
7,55
9,52
24,41
2,51
12,32
18,61
22,36
11,25
7,59
12,43
10,52
18,53
15,39
23,59
19,11
11,14
4,19
8,45
22,35
19,48
2,22
24,57
13,14
14,13
5,55
6,24
7,44
6,58
2,46
25,54
17,21
10,1
15,37
15,15
14,16
9,39
21,31
10,15
20,55
13,18
6,8
21,45
21,3
11,44
26,23
25,55
6,54
8,26
9,30
16,0
22,34
21,14
19,10
18,31
25,42
18,12
9,54
12,2
24,14
26,2
14,53
23,0
3,62
19,44
24,23
8,34
23,4
23,58
21,53
20,37
16,14
20,7
22,62
4,62
8,53
1,25
19,46
17,34
25,16
26,34
13,33
20,26
22,13
13,36
20,58
18,45
16,21
13,23
2,37
26,21
17,22
4,5
14,50
8,55
19,12
21,5
10,53
14,29
23,21
23,2
16,55
9,34
24,43
20,35
5,17
1,10
12,10
14,5
16,47
26,25
7,53
8,31
12,4
11,22
17,30
3,8
5,10
1,51
3,10
17,27
7,14
15,20
15,14
11,47
13,29
5,31
18,59
24,13
2,7
26,49
1,61
5,44
5,0
17,40
9,14
17,53
11,58
25,18
7,58
10,35
8,60
5,58
24,9
17,5
8,12
1,35
15,56
22,43
8,44
11,17
25,41
16,61
4,33
13,38
16,8
11,51
15,19
25,48
25,40
9,8
15,62
26,6
13,6
3,23
18,26
12,25
11,43
22,0
10,50
10,26
20,47
17,32
7,7
1,32
2,6
12,54
14,4
9,9
16,26
25,2
16,2
23,5
11,32
5,53
22,31
2,3
25,37
2,5
17,36
26,9
20,45
21,35
3,34
22,41
26,12
7,52
1,50
16,5
10,49
15,52
26,53
14,11
22,58
16,15
17,44
1,13
20,3
24,63
17,41
19,3
14,14
19,4
23,16
18,55
6,50
26,52
18,37
23,46
1,14
1,4
24,4
21,9
13,16
1,22
26,15
21,26
12,26
25,8
14,24
5,29
1,29
16,30
13,11
13,55
20,57
18,36
9,48
21,41
15,58
16,11
5,35
11,36
1,53
25,5
5,4
9,59
15,54
12,51
21,60
23,29
20,28
8,0
5,16
3,39
15,48
9,16
23,27
23,36
19,30
24,37
17,49
25,52
23,61
14,38
19,18
1,23
18,29
14,17
11,3
10,36
20,22
9,25
22,30
10,59
24,61
25,63
3,7
14,19
2,32
19,13
12,63
15,12
5,27
26,8
16,40
1,41
15,38
9,15
10,30
17,37
21,52
14,39
16,13
26,29
22,59
18,42
26,63
2,33
4,6
6,44
23,28
26,4
7,19
16,45
13,53
26,20
13,52
24,8
15,35
16,1
26,0
10,28
25,59
1,26
13,19
3,24
11,16
19,51
2,31
15,9
18,11
12,53
24,36
9,50
20,0
20,14
20,17
22,46
9,22
3,40
6,1
1,16
8,57
24,27
14,23
3,4
22,24
14,1
4,27
2,55
11,29
9,42
1,56
24,47
15,53
19,57
23,51
16,23
15,30
20,9
6,42
22,3
26,5
16,48
3,33
7,32
3,35
5,2
19,50
19,59
25,58
6,57
16,63
15,59
26,36
20,34
14,15
21,6
13,27
16,57
18,46
18,39
23,32
2,36
24,20
9,49
17,28
1,45
6,9
7,25
9,11
24,35
21,39
1,5
18,43
22,51
3,30
14,57
25,30
21,62
19,5
1,42
15,18
18,20
19,34
1,48
20,33
21,48
6,41
11,48
6,48
12,45
19,29
13,41
25,7
1,38
6,29
6,60
5,33
4,20
15,23
4,56
1,9
1,21
7,38
4,51
13,58
4,22
24,53
11,62
10,27
9,44
23,62
22,60
23,49
24,33
17,38
11,34
1,54
13,15
11,5
1,37
14,43
16,17
17,26
21,18
23,22
19,55
21,56
24,60
5,12
13,48
17,18
20,56
17,58
20,5
1,49
25,27
23,52
5,57
2,49
21,16
13,4
19,39
15,31
25,31
10,45
10,4
22,9
20,27
25,15
25,1
3,48
4,42
26,40
17,63
25,50
17,1
25,6
23,1
17,2
19,0
22,50
22,18
8,10
20,18
22,56
14,10
13,17
21,33
14,59
3,56
12,8
21,51
20,1
19,35
21,50
8,39
17,33
26,51
4,37
21,63
24,6
8,32
16,36
22,28
19,58
18,13
23,13
26,48
20,63
1,30
5,9
5,48
8,58
15,3
5,61
11,56
21,38
16,56
23,63
21,25
12,46
23,30
12,21
14,44
15,2
10,23
15,22
7,5
3,28
19,26
11,61
24,31
8,47
20,50
4,61
13,0
10,38
12,49
18,63
2,18
20,24
21,8
23,40
21,19
2,28
20,39
11,1
18,5
8,40
22,42
14,49
7,54
26,14
1,55
16,7
19,15
1,17
16,22
25,3
1,7
18,27
6,14
14,32
16,6
24,29
9,26
12,55
15,28
4,9
7,42
13,5
21,40
25,25
26,45
10,62
15,41
1,34
15,1
21,54
16,39
13,40
22,2
18,56
14,61
26,13
23,34
18,15
16,44
2,53
14,63
6,39
8,19
19,62
19,63
24,21
11,20
10,47
25,26
10,5
24,3
11,19
19,53
3,32
19,40
20,11
17,43
22,54
20,46
16,35
11,49
3,36
19,41
14,52
12,37
16,52
7,24
16,42
24,25
21,57
24,7
13,12
24,55
13,63
21,49
26,57
21,21
22,22
24,51
17,12
18,49
1,27
12,48
25,38
1,11
1,12
14,42
16,41
20,30
17,3
20,41
25,14
3,42
12,50
17,50
22,33
17,14
24,19
21,27
14,47
17,6
11,37
12,30
1,24
6,3
21,7
23,23
25,62
5,60
13,8
25,43
4,53
13,39
10,54
9,55
20,20
12,56
17,24
20,32
13,49
17,15
24,56
15,33
20,40
22,6
1,6
22,26
6,6
7,49
23,19
16,19
25,60
15,34
25,17
2,4
2,57
5,15
12,36
17,8
1,52
4,49
4,57
24,10
9,46
16,33
17,55
3,15
4,24
6,26
22,57
25,4
26,26
14,34
15,4
15,45
2,27
2,15
22,25
26,28
26,54
8,61
13,26
6,21
11,9
21,42
21,46
24,2
19,61
12,62
17,61
2,61
8,56
17,31
1,62
8,18
10,37
26,60
3,16
1,46
2,23
14,26
20,52
24,58
25,11
2,38
4,36
8,38
10,13
18,32
7,62
12,12
18,38
24,24
2,34
3,38
5,59
10,8
11,59
16,62
21,2
23,38
23,50
24,16
25,22
26,10
18,23
20,6
1,59
7,4
12,0
22,17
23,11
24,44
25,45
3,5
14,55
14,20
15,10
19,17
20,31
26,59
26,62
1,28
1,8
3,57
3,55
6,7
10,25
12,40
12,58
14,33
15,21
25,20
26,37
1,2
1,15
2,42
4,63
4,32
5,14
7,39
8,4
15,5
18,51
20,38
20,36
23,41
23,7
23,45
24,30
1,1
2,12
