11,2
15,6
19,5
14,5
9,5
23,4
1,5
6,6
30,7
28,0
5,1
17,4
22,5
10,4
29,3
15,5
18,4
26,0
2,4
18,0
19,4
3,3
16,1
21,0
21,7
26,5
2,6
14,1
13,2
10,1
29,5
7,1
7,6
12,1
13,0
16,5
17,2
5,4
24,3
21,6
28,4
7,2
12,2
20,1
10,3
18,2
11,5
20,4
22,7
25,7
13,5
27,0
15,7
16,7
30,0
0,0
30,1
8,0
6,1
8,6
8,5
11,1
16,4
4,6
6,7
9,0
9,7
21,1
8,3
12,4
2,0
11,6
24,7
31,7
0,1
2,5
8,2
21,2
23,7
24,0
31,5
5,7
28,1
1,3
4,7
4,1
12,6
18,3
31,3
3,0
0,2
1,4
11,0
17,0
23,2
27,2
3,5
19,0
25,1
30,2
14,3
20,6
0,5
4,4
6,5
11,7
19,2
0,3
24,5
26,2
22,0
15,4
29,2
8,4
13,4
17,7
26,4
27,5
27,6
2,2
10,2
31,0
0,7
10,5
12,3
31,6
13,6
25,4
1,0
1,7
12,5
20,0
4,0
25,0
27,1
7,4
16,2
23,0
23,5
26,7
30,6
12,0
25,6
19,3
25,5
29,0
22,3
29,4
5,2
9,2
3,1
11,4
17,1
26,1
14,4
20,3
20,5
3,7
3,6
20,7
23,6
24,6
6,2
7,0
10,0
28,2
14,0
22,6
27,7
30,3
9,4
15,2
25,2
4,3
24,4
27,3
29,1
31,2
9,6
28,6
0,4
4,2
7,5
15,0
18,6
28,3
30,4
5,0
22,1
7,7
17,5
28,7
31,1
14,6
22,4
3,4
3,2
6,4
29,7
5,5
13,1
14,2
1,1
19,7
25,3
31,4
27,4
5,3
16,0
18,1
21,5
4,5
5,6
1,2
24,2
2,7
1,6
24,1
9,1
17,6
22,2
6,3
19,6
13,7
23,3
26,6
8,1
6,0
15,1
28,5
16,3
2,1
9,3
18,5
17,3
18,7
29,6
23,1
10,7
26,3
2,3
13,3
20,2
14,7
16,6
0,6
7,3
21,4
10,6
21,3
19,1
8,7
15,3
30,5
12,7
11,3
